web-scraper-order,web-scraper-start-url,single,single-href,title,price,discription,productdiscription,ASIN,manufacturer,rating,NumberofReviews
"1690356236-187","https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","F Gear Miles Guc Black Sports Waist Bag (3681)","https://www.amazon.in/F-Gear-Miles-Guc-Black-Waist-Bag/dp/B08NYGBDB8/ref=sr_1_122?crid=2M096C61O4MLT&keywords=bags&qid=1690356166&sprefix=ba%2Caps%2C283&sr=8-122","F Gear Miles Guc Black Sports Waist Bag (3681)","449","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Care Instructions: Dry Clean Only  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> This having two small front zippered pockets suitable for keys/napkins etc.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> This backpack is made of polyester fabric and is treated to make it water-resistant.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> One back pocket for passport/mobile.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> This fanny pack has a huge main compartment suitable for a wallet, small notepad, pen, sunglasses&amp; other belongings.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> This fanny pack comes with a Premium YKK Japanese Zippers&amp; sliders with an adjustable waist strap. Comes with The F Gear promise of quality and durability.  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B08NYGBDB8","Uber Fashion Merchandise Pvt Ltd, Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwanthpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel: 9066161590","","433 ratings"
"1690356241-188","https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Navy)","https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BVRJYD9Q/ref=sr_1_121?crid=2M096C61O4MLT&keywords=bags&qid=1690356166&sprefix=ba%2Caps%2C283&sr=8-121","ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Navy)","599","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Material: Water Resistant Strong Polyester  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Compartments: 2 with padding  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Laptop Size: 15.6 inch and below  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Dimensions: LxWxH - 11 x 6 x 18 inches  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B0BVRJYD9Q","ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com","","44 ratings"
"1690356247-189","https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","BEAUTY GIRLS By HOTSHOT Girls School Bag (15ltr , Navy Blue, 1565)","https://www.amazon.in/BEAUTY-GIRLS-HOTSHOT-School-1565/dp/B0BFXCHQZ5/ref=sr_1_120?crid=2M096C61O4MLT&keywords=bags&qid=1690356166&sprefix=ba%2Caps%2C283&sr=8-120","BEAUTY GIRLS By HOTSHOT Girls School Bag (15ltr , Navy Blue, 1565)","499","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Care Instructions: Hand Wash Only  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Brand Name:- Beauty Girl Volume: 15 Liters ; Product Dimensions (L x W x H): 12 Inch x 5Inch x 15 Inch, Product Weight 299 grams &lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> ADJUSTABLE &amp; PADDED STRAP:- 15 cm Padded &amp; Adjustable Shoulder Handle strap For Comfortable &amp; Effortless Carry &lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> MATERIAL &amp; QUALITY:-Made from premium water resistant Polyester, Nylon, Plastic, Fabric provide strengthen and long-lasting performance; PADDED BACK STRAPS : Backside Honeycomb padded structure which helps you travelling comfortably all day long, &lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Style Name: Daypack Backpacks; Age Range Description: Adult; Closure Type: Zipper; Pattern Name: Solid; Special Features: Expandable; Warranty Description: 1 Year; Compartment Description: Not Laptop Compatible &lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Strap Type: Shoulder Strap; Style Name: Casual; Special Features: Waterproof; Water Resistance Level: Waterproof &lt;br&gt;  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B0BFXCHQZ5","₹1,899.00","","273 ratings"
"1690356259-190","https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Gear Workspace 18L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women-Black","https://www.amazon.in/Gear-Workspace-Briefcase-Black-Red-BKPWRPHYD0101/dp/B097KGL2M5/ref=sr_1_119?crid=2M096C61O4MLT&keywords=bags&qid=1690356166&sprefix=ba%2Caps%2C283&sr=8-119","Gear Workspace 18L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women-Black","907","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Ergonomically Designed : Spacious with Multiple Compartments &amp; Pockets : Intuitive Access : Cushioned Back Panel &amp; Shoulder Straps : Lightweight  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Bartacked Load Points : Water Resistant Fabric : Heavy Duty Long Lasting Zippers  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Padded Velcro'ed Sleeve fits upto 15.6"" Laptop : Padded Base  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Outer material type: Polyester  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B097KGL2M5","₹6,999.00","","336 ratings"
"1690356276-191","https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Navy Blue Oxford Fabric)","https://www.amazon.in/FATMUG-Laptop-Bag-Men-Convertible/dp/B084LFS4G1/ref=sr_1_118?crid=2M096C61O4MLT&keywords=bags&qid=1690356166&sprefix=ba%2Caps%2C283&sr=8-118","FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Navy Blue Oxford Fabric)","1,599","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> PRACTICAL AND ELEGANT:Made with Oxford Fabric, a stylish laptop bag for daily travel and short trips&lt;br&gt;; Age Range Description: Adult; Style Name: Travel Backpacks; Pocket Description: Utility Pocket; Special Features: Laptop Compartment&lt;br&gt;&lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Pocket Description: Utility Pocket; Special Features: Laptop Compartment; Style Name: Travel Backpacks; Age Range Description: Adult&lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Compartment Description: Greater Than 17 Inches; Water Resistance Level: Water Resistant&lt;br&gt;  </span></li>  </ul>   <!-- Loading EDP related metadata -->
                 <span class=""caretnext"">›</span> <a id=""seeMoreDetailsLink"" class=""a-link-normal"" href=""#productDetails"">See more product details</a>","","","₹14,599.00","",""
"1690356285-192","https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","POLESTAR Amaze 15.6 inch 30 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty","https://www.amazon.in/POLE-STAR-Casual-Backpack-compartment/dp/B07D6NDHVG/ref=sr_1_117?crid=2M096C61O4MLT&keywords=bags&qid=1690356166&sprefix=ba%2Caps%2C283&sr=8-117","POLESTAR Amaze 15.6 inch 30 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty","549","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Outer and Inner Material: Polyester, Color: Red and Black &lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Volume: 30 Liters; Product Dimensions (L x W x H): 46 cm x 32 cm x 20 cm; Handle Type: Loop Handle &lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Closure Type: Zipper; Strap Type: Ergonomic Curved Padded Shoulder Straps &lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> 12 months warranty for manufacturing Defects &lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Style Name: Daypack Backpacks; Water Resistance Level: Water Resistant; Pocket Description: Utility Pocket; Age Range Description: Adult; Pattern Name: Solid &lt;br&gt;  </span></li>  </ul>   <!-- Loading EDP related metadata -->","Top loop handle                                       This amazing travel buddy comes with an easy to use loop handle at the top. The top loop handle provides a secure hold while you pick up or move the backpack.","POLESTAR","Unisex-adult","","6,132 ratings"
"1690356297-193","https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","GoTrippin Waist Bags for Men Women- Premium Stitching, Branded Zippers, Waterproof pocket, RFID safe- Large Fanny pack for Hiking Travel Camping Running Sports Outdoors, Money Belt with Adjustable Strap (Polyester,Black)","https://www.amazon.in/GoTrippin-Camping-Outdoors-Polyester-Adjustable/dp/B088LHS5LP/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1690356166&sprefix=ba%2Caps%2C283&sr=8-116","GoTrippin Waist Bags for Men Women- Premium Stitching, Branded Zippers, Waterproof pocket, RFID safe- Large Fanny pack for Hiking Travel Camping Running Sports Outdoors, Money Belt with Adjustable Strap (Polyester,Black)","999","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Spacious with multiple pockets: It is a trendy waist pouch with 4 separate zipper pockets of different size for all your needs;the largest pocket of this side bag can easily hold a small water bottle or a wallet; Other pockets in this belt bag can conceal your money, mobile, coins, glasses, and other tourist accessories  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Water resistant RFID material: Made of premium water resistant polyester with RFID security in the front pocket, this waist bag is sturdy and provides protection to your passport and cards; It'll make a great addition for your daily errands and outdoor activities, perfect for walking, running, biking,cycling, hiking, travelling, tour, festivals, fairs, concerts and farmers market etc  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> International branded zippers: Zippers are a very important component of any chest bag for men and should never be compromised; This money bag uses premium SBS zipper which are used by stylish and global fashion brands  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Adjustable strap: The flexible strap, with strong and reliable buckle, ranges from 20.0-46.0 inches(including the bag) and can be adjusted to accommodate a fluffy man or woman or even very skinny men or women; Easily and quickly adjusts to whatever length you need and will remain at your chosen length without loosening; It can be worn on body as chest bag for men, side bags for men, waist pouch for men, hip bag or money bag for men  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Waterproof back pocket: The last pocket at the back of this fanny bag for men has waterproof inner lining and waterproof zipper; So no need to worry about keeping essential men's travel accessories like passport, mobile phone, documents and money safe in rain  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B088LHS5LP","Nomadik Soul Private Limited, Nomadik Soul Private Limited, 39, 2ND FLOOR, NGEF LANE, INDIRANAGAR, 1ST STAGE, BANGALORE, BENGALURU URBAN, KARNATAKA,560038, Customer Care Email - support@nomadiksoul.biz, Customer Care Phone - +91 9900256565","","2,163 ratings"
"1690356308-194","https://www.amazon.in/s?k=bags&page=8&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Tabelito® DELTA Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Compatible with 15.6 inch Laptop) 30 L, (6 Month Warranty)","https://www.amazon.in/Tabelito%C2%AE-Delta-Waterproof-Backpack-Compatible/dp/B0BLK1Z7DQ/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1690356166&sprefix=ba%2Caps%2C283&sr=8-115","Tabelito® DELTA Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Compatible with 15.6 inch Laptop) 30 L, (6 Month Warranty)","599","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> LARGE CAPACITY: Delta Laptop Backpack for Travel, Business and Work with Lots of Space &amp; Pockets --- Separate laptop compartment that can accommodate laptops up to 15.6 inches, and large main space with store books, wallets, clothes and other daily necessities. Multifunctional pockets in the main compartment can hold pens, cards, keys, etc. to keep your belongings in order. The external front zipper and two side pockets are also good choices for water bottle or umbrella.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> DAILY TRAVEL SUPPLIES: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass. Dimension(L*W*D): 44*32*16 cm  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> MULTI-LEVEL ORGANIZER: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> MADE IN INDIA: TABELITO DELTA Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks.The Tabelito Delta casual backpack comes with 6 month of warranty  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B0BLK1Z7DQ","₹2,199.00","","192 ratings"
"1690356317-195","https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","MOKOBARA The Transit Backpack - 30L Premium Nylon 15.6"" Unisex Laptop Bag With Luggage Sleeve","https://www.amazon.in/Mokobara-Transit-Backpack-Laptop-Sunray/dp/B09V7R98XC/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1690356304&sprefix=ba%2Caps%2C283&sr=8-116","MOKOBARA The Transit Backpack - 30L Premium Nylon 15.6"" Unisex Laptop Bag With Luggage Sleeve","4,999","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Care Instructions: Wipe with Damp Cloth  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Water resistant: Yes  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> MOST FEATURE RICH BACKPACK: Front bucket pocket: Slip pockets, Zippered pocket, Flat opening tech compartment: Pockets to store all your tech accessories, Padded laptop compartment with lock strap, Fits up to a 15.6"" laptop inTransit Backpack - 30L &amp; 15"" laptop in Transit Backpack - 20L  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> INDUSTRY BEST FUNCTIONAL BACKPACK: 2 Hidden bottle/umbrella pocket, Luggage sleeve, Silicon grab handle, Padded shoulder straps, Easy length adjustment buckles  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> MAXED OUT STORAGE: Dimension: Transit Backpack - 30L (48 x 31 x 16 cm), Capacity: 30L  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Care Instruction : Wipe with damp cloth  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B09V7R98XC","₹11,999.00","","591 ratings"
"1690356324-196","https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","BEAUTY GIRLS By HOTSHOT Girls School Bag (15ltr , Navy Blue, 1565)","https://www.amazon.in/BEAUTY-GIRLS-HOTSHOT-School-1565/dp/B0BFXCHQZ5/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1690356304&sprefix=ba%2Caps%2C283&sr=8-115","BEAUTY GIRLS By HOTSHOT Girls School Bag (15ltr , Navy Blue, 1565)","499","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Care Instructions: Hand Wash Only  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Brand Name:- Beauty Girl Volume: 15 Liters ; Product Dimensions (L x W x H): 12 Inch x 5Inch x 15 Inch, Product Weight 299 grams &lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> ADJUSTABLE &amp; PADDED STRAP:- 15 cm Padded &amp; Adjustable Shoulder Handle strap For Comfortable &amp; Effortless Carry &lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> MATERIAL &amp; QUALITY:-Made from premium water resistant Polyester, Nylon, Plastic, Fabric provide strengthen and long-lasting performance; PADDED BACK STRAPS : Backside Honeycomb padded structure which helps you travelling comfortably all day long, &lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Style Name: Daypack Backpacks; Age Range Description: Adult; Closure Type: Zipper; Pattern Name: Solid; Special Features: Expandable; Warranty Description: 1 Year; Compartment Description: Not Laptop Compatible &lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Strap Type: Shoulder Strap; Style Name: Casual; Special Features: Waterproof; Water Resistance Level: Waterproof &lt;br&gt;  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B0BFXCHQZ5","₹1,899.00","","273 ratings"
"1690356332-197","https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Lenovo 15.6-inch Casual Laptop Briefcase T210","https://www.amazon.in/Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17230/dp/B075Y8294N/ref=sr_1_114?crid=2M096C61O4MLT&keywords=bags&qid=1690356304&sprefix=ba%2Caps%2C283&sr=8-114","Lenovo 15.6-inch Casual Laptop Briefcase T210","979","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> “COMPATIBLE WITH 15.6 INCH LAPTOP”: This organizer briefcase dimension fits up to 15.6 inch laptop. Dimensions: 40cm x 5.5cm x 30cm; Weight: 435g.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> “HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This toploader features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> “INTEGRATED LUGGAGE STRAP FOR MORE CONVENIENT TRAVEL”:A fully adjustable shoulder straps make it comfortable for all-day use.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> “CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick-access pocket ensure convenient access  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> ""HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for college, school, travel and outdoor activities, daily commuters and all types of travelers who just looking for compact but stylish bag. Multiple colors for choice  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Warranty NA  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> “IN-THE-BOX”: 15.6-inch Briefcase  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Country of Origin: China  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","Lenovo, Ferns Icon, Level, 2, Outer Ring Rd, Doddanekundi, Mahadevapura, Bengaluru, Karnataka 560159","₹1,249.00","","4,337 ratings"
"1690356339-198","https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Lavie Women's Ushawu Satchel Bag | Ladies Purse Handbag","https://www.amazon.in/Lavie-Womens-Ushawu-Satchel-Handbag/dp/B0B3J9J9CK/ref=sr_1_113?crid=2M096C61O4MLT&keywords=bags&qid=1690356304&sprefix=ba%2Caps%2C283&sr=8-113","Lavie Women's Ushawu Satchel Bag | Ladies Purse Handbag","1,249","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Ushawu small satchel has a top zip closure to keep your essentials in place. The bag has a main spacious compartment with a divider zip pocket to provide you enough space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses etc.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Stylish &amp; structured handbag with a compact shape and premium texture.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Features dual round handles, it comes with an adjustable and deatchable sling strap.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> A perfect handbag from Lavie which will help you carry with style all your essentials for the day.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> It comes in a couple of beautiful shades to fit your preferences and selection.  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B0B3J9J9CK","Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093","","6,838 ratings"
"1690356344-199","https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","POLESTAR Amaze 15.6 inch 30 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty","https://www.amazon.in/POLE-STAR-Casual-Backpack-compartment/dp/B07D6NDHVG/ref=sr_1_112?crid=2M096C61O4MLT&keywords=bags&qid=1690356304&sprefix=ba%2Caps%2C283&sr=8-112","POLESTAR Amaze 15.6 inch 30 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty","549","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Outer and Inner Material: Polyester, Color: Red and Black &lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Volume: 30 Liters; Product Dimensions (L x W x H): 46 cm x 32 cm x 20 cm; Handle Type: Loop Handle &lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Closure Type: Zipper; Strap Type: Ergonomic Curved Padded Shoulder Straps &lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> 12 months warranty for manufacturing Defects &lt;br&gt;  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Style Name: Daypack Backpacks; Water Resistance Level: Water Resistant; Pocket Description: Utility Pocket; Age Range Description: Adult; Pattern Name: Solid &lt;br&gt;  </span></li>  </ul>   <!-- Loading EDP related metadata -->","Top loop handle                                       This amazing travel buddy comes with an easy to use loop handle at the top. The top loop handle provides a secure hold while you pick up or move the backpack.","POLESTAR","Unisex-adult","","6,132 ratings"
"1690356348-200","https://www.amazon.in/s?k=bags&page=7&crid=2M096C61O4MLT&qid=1690294618&sprefix=ba%2Caps%2C283&ref=sr_pg_2","Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls","https://www.amazon.in/Half-Moon-Waterproof-Laptop-Backpack/dp/B09QM9N1B3/ref=sr_1_111?crid=2M096C61O4MLT&keywords=bags&qid=1690356304&sprefix=ba%2Caps%2C283&sr=8-111","Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls","589","<ul class=""a-unordered-list a-vertical a-spacing-mini"">  <li class=""a-spacing-mini""><span class=""a-list-item""> Care Instructions: Hand Wash Only  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> SPACIOUS AND LIGHTWEIGHT: Light weight &amp; spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files &amp; all your day to day essentials. And third compartment of backpack for men is for your extra stuff. Laptop backpacks for men has provision for holding bottles on both sides &amp; has padded shoulder straps for your comfort  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> COMFORT WITH QUALITY: This backpack for men has Wide, Padded &amp; Adjustable shoulder straps &amp; Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly &amp; Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> SMART &amp; TRENDY LOOKS: This Large backpack for men is smart, trendy and stylish in looks. The multipurpose college bags for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> ENDURING &amp; LONG LASTING: This trekking backpack for men/laptop bag for men is made up of highly durable material, which makes it suitable for all weather conditions including rains &amp; extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself. INTERNAL ORGANISER: This backpack has an Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women is Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.  </span></li>  </ul>   <!-- Loading EDP related metadata -->","","B09QM9N1B3","₹1,799.00","","377 ratings"
